,finetune_percentage,r2_mean,r2_std,rmse_mean,rmse_std,real_percentage in %
0,0.01,-0.16492451408539494,1.5580680307225276,0.3994080782681292,0.10941040492354127,0.4
1,0.02,0.10225882601604476,1.0652228970337856,0.36043858256968564,0.0890296443122873,0.8
2,0.04,0.22324511120696644,1.142921350812918,0.33327808442231055,0.09117728523281148,1.6
3,0.1,0.5055481868125862,0.4160317451007608,0.28021347353002485,0.0646149756776038,4.0
4,0.2,0.5201409944482933,0.5708089913626673,0.2608843273399612,0.05780462782369927,8.0
