label;cv_fold;time;percentage;R2;RMSE;pretraining
1;5;42;0.02;0.311926062;0.353000265;False
1;5;42;0.04;0.454301933;0.314364636;False
1;5;42;0.1;0.751118268;0.212301952;False
1;5;42;0.2;0.868994955;0.154028642;False
0;5;421;0.01;0.450378331;0.457392687;False
0;5;421;0.02;0.5001059;0.436210684;False
0;5;421;0.04;0.615980454;0.38232611;False
0;5;421;0.1;0.676127749;0.351110779;False
0;5;421;0.2;0.899121165;0.195955439;False
1;5;421;0.01;0.357776504;0.341036273;False
1;5;421;0.02;0.579807785;0.275855393;False
1;5;421;0.04;0.741810588;0.216235349;False
1;5;421;0.1;0.89366609;0.138769291;False
1;5;421;0.2;0.903191041;0.132408313;False
0;5;422;0.01;0.436172408;0.46326603;False
0;5;422;0.02;0.492543436;0.439497825;False
0;5;422;0.04;0.50141218;0.435640377;False
0;5;422;0.1;0.552202893;0.412855367;False
0;5;422;0.2;0.869450681;0.222917723;False
1;5;422;0.01;0.336610825;0.346610463;False
1;5;422;0.02;0.613675607;0.264504791;False
1;5;422;0.04;0.680362789;0.240594748;False
1;5;422;0.1;0.805831584;0.187519645;False
1;5;422;0.2;0.90869622;0.128588419;False
0;6;42;0.01;-0.019094801;0.50187309;False
0;6;42;0.02;-0.156496368;0.534636683;False
0;6;42;0.04;0.39788739;0.385767359;False
0;6;42;0.1;0.838500877;0.199789059;False
0;6;42;0.2;0.924916863;0.136225315;False
1;6;42;0.01;0.363841098;0.227441877;False
1;6;42;0.02;0.528075095;0.195895327;False
1;6;42;0.04;0.140194284;0.264416037;False
1;6;42;0.1;-0.065794034;0.294390824;False
1;6;42;0.2;0.74911706;0.142831235;False
0;6;421;0.01;-0.226693119;0.550623295;False
0;6;421;0.02;0.30155144;0.415483546;False
0;6;421;0.04;0.625113446;0.304394323;False
0;6;421;0.1;0.856830395;0.188110064;False
0;6;421;0.2;0.887344741;0.166863885;False
1;6;421;0.01;0.201843877;0.254760183;False
1;6;421;0.02;0.018581453;0.282497597;False
1;6;421;0.04;0.254826025;0.246159424;False
1;6;421;0.1;0.707705539;0.154169307;False
1;6;421;0.2;0.405181004;0.219927756;False
0;6;422;0.01;-1.161366376;0.730887967;False
0;6;422;0.02;-0.093326988;0.519830373;False
0;6;422;0.04;-0.452141911;0.599088726;False
0;6;422;0.1;0.686840895;0.278207695;False
0;6;422;0.2;0.756951379;0.245094292;False
1;6;422;0.01;-0.204907009;0.313014454;False
1;6;422;0.02;-1.142814695;0.417426422;False
1;6;422;0.04;-0.010374697;0.286634762;False
1;6;422;0.1;-0.213009611;0.31406515;False
1;6;422;0.2;0.499660838;0.201706492;False
0;7;42;0.01;0.226289176;0.314240479;False
0;7;42;0.02;0.341517227;0.289897854;False
0;7;42;0.04;-0.096681423;0.374121817;False
0;7;42;0.1;0.341844094;0.289825893;False
0;7;42;0.2;0.947585804;0.081789444;False
1;7;42;0.01;-0.144418735;0.400955017;False
1;7;42;0.02;-0.512970212;0.461018509;False
1;7;42;0.04;0.099438901;0.355680261;False
1;7;42;0.1;0.827773061;0.155544162;False
1;7;42;0.2;0.941611632;0.090566241;False
0;7;421;0.01;-0.009266212;0.358901818;False
0;7;421;0.02;-0.26544671;0.401878453;False
0;7;421;0.04;0.245177708;0.310381016;False
0;7;421;0.1;0.856129522;0.135506034;False
0;7;421;0.2;0.936832976;0.089787939;False
1;7;421;0.01;0.213444502;0.332405238;False
1;7;421;0.02;0.395806396;0.291334042;False
1;7;421;0.04;0.407303874;0.288548763;False
1;7;421;0.1;0.913898315;0.109978805;False
1;7;421;0.2;0.912024819;0.111168887;False
0;7;422;0.01;0.024069068;0.352924927;False
0;7;422;0.02;-0.691516565;0.464633928;False
0;7;422;0.04;-0.537571242;0.442986423;False
0;7;422;0.1;0.883696857;0.121834004;False
0;7;422;0.2;0.950599487;0.079403295;False
1;7;422;0.01;0.372893757;0.296806724;False
1;7;422;0.02;0.399058114;0.290549017;False
1;7;422;0.04;0.080841202;0.359334112;False
1;7;422;0.1;0.849586404;0.145360605;False
1;7;422;0.2;0.939982905;0.091820712;False
0;8;42;0.01;0.488116255;0.418091432;False
0;8;42;0.02;0.584680881;0.376596744;False
0;8;42;0.04;0.605935292;0.366833821;False
0;8;42;0.1;0.886324901;0.197023609;False
0;8;42;0.2;0.964901452;0.109478837;False
1;8;42;0.01;0.33029278;0.194470377;False
1;8;42;0.02;0.372507011;0.188241513;False
1;8;42;0.04;0.522972875;0.164127934;False
1;8;42;0.1;0.894769464;0.077087126;False
1;8;42;0.2;0.880336362;0.082203833;False
0;8;421;0.01;0.328048652;0.479020956;False
0;8;421;0.02;0.496685478;0.414577119;False
0;8;421;0.04;0.738669514;0.298731237;False
0;8;421;0.1;0.919998598;0.165285364;False
0;8;421;0.2;0.951405754;0.128818437;False
1;8;421;0.01;0.279993587;0.201641142;False
1;8;421;0.02;0.375013788;0.187865133;False
1;8;421;0.04;0.579551394;0.154087505;False
1;8;421;0.1;0.878834165;0.082718196;False
1;8;421;0.2;0.908416891;0.071914863;False
0;8;422;0.01;0.493460442;0.415903219;False
0;8;422;0.02;0.609789876;0.365035301;False
0;8;422;0.04;0.748236896;0.293211933;False
0;8;422;0.1;0.904174601;0.18089473;False
0;8;422;0.2;0.924149692;0.160940102;False
1;8;422;0.01;0.127762151;0.221936345;False
1;8;422;0.02;0.344605144;0.192381134;False
1;8;422;0.04;0.699718748;0.130219215;False
1;8;422;0.1;0.872079222;0.084992677;False
1;8;422;0.2;0.915559497;0.069053607;False
0;0;42;0.01;0.558652461;0.348996521;True
0;0;42;0.02;0.36456753;0.418760245;True
0;0;42;0.04;0.703586867;0.286008845;True
0;0;42;0.1;0.846980379;0.20549644;True
0;0;42;0.2;0.858711111;0.197462553;True
1;0;42;0.01;0.707053048;0.281950784;True
1;0;42;0.02;0.799341168;0.23335008;True
1;0;42;0.04;0.802827785;0.231313869;True
1;0;42;0.1;0.891710791;0.171423913;True
1;0;42;0.2;0.891681749;0.171446898;True
0;0;421;0.01;0.686975875;0.293913577;True
0;0;421;0.02;0.62879953;0.320062654;True
0;0;421;0.04;0.846391029;0.205891792;True
0;0;421;0.1;0.928542083;0.140428714;True
0;0;421;0.2;0.957938265;0.107739346;True
1;0;421;0.01;0.634678185;0.314859366;True
1;0;421;0.02;0.735723402;0.267798517;True
1;0;421;0.04;0.826232373;0.217151707;True
1;0;421;0.1;0.944567564;0.122648092;True
1;0;421;0.2;0.956725035;0.108367031;True
0;0;422;0.01;0.695013315;0.290115667;True
0;0;422;0.02;0.693716999;0.290731568;True
0;0;422;0.04;0.713137791;0.281363276;True
0;0;422;0.1;0.846193781;0.206023942;True
0;0;422;0.2;0.830957735;0.21598739;True
1;0;422;0.01;0.520207942;0.360832246;True
1;0;422;0.02;0.717436455;0.276908878;True
1;0;422;0.04;0.798890532;0.23361196;True
1;0;422;0.1;0.856969646;0.197012109;True
1;0;422;0.2;0.929568236;0.13824935;True
0;1;42;0.01;0.562777668;0.263165519;True
0;1;42;0.02;0.635548343;0.240269023;True
0;1;42;0.04;0.620347951;0.245228359;True
0;1;42;0.1;0.924444521;0.109398357;True
0;1;42;0.2;0.945937386;0.092539327;True
1;1;42;0.01;0.15978298;0.205294015;True
1;1;42;0.02;-0.010877929;0.225180048;True
1;1;42;0.04;0.784263259;0.104026169;True
1;1;42;0.1;0.855702947;0.085076435;True
1;1;42;0.2;0.919463095;0.063559141;True
0;1;421;0.01;0.667976238;0.229330808;True
0;1;421;0.02;0.722929412;0.209494696;True
0;1;421;0.04;0.797652066;0.179030575;True
0;1;421;0.1;0.932838289;0.103142747;True
0;1;421;0.2;0.927239661;0.107355716;True
1;1;421;0.01;0.566650685;0.147434665;True
1;1;421;0.02;0.559585139;0.14863173;True
1;1;421;0.04;0.725781908;0.117281255;True
1;1;421;0.1;0.838639129;0.08996626;True
1;1;421;0.2;0.922936869;0.062173294;True
0;1;422;0.01;0.633887771;0.240815777;True
0;1;422;0.02;0.796458274;0.179557911;True
0;1;422;0.04;0.86968988;0.143670264;True
0;1;422;0.1;0.935299811;0.101234978;True
0;1;422;0.2;0.953073428;0.086215873;True
1;1;422;0.01;0.40086198;0.173358041;True
1;1;422;0.02;0.574340344;0.146120717;True
1;1;422;0.04;0.521453741;0.154932494;True
1;1;422;0.1;0.832830336;0.09157128;True
1;1;422;0.2;0.885245794;0.075869087;True
0;2;42;0.01;0.663045216;0.233086081;True
0;2;42;0.02;0.671083893;0.230288949;True
0;2;42;0.04;0.729542266;0.208823913;True
0;2;42;0.1;0.805829676;0.176938342;True
0;2;42;0.2;0.854857749;0.152977463;True
1;2;42;0.01;0.109930109;0.197156472;True
1;2;42;0.02;0.506855943;0.146752627;True
1;2;42;0.04;0.594860061;0.133015274;True
1;2;42;0.1;0.870257068;0.075273279;True
1;2;42;0.2;0.897628241;0.066863494;True
0;2;421;0.01;0.591582503;0.256615389;True
0;2;421;0.02;0.544955271;0.270867919;True
0;2;421;0.04;0.793417875;0.182505895;True
0;2;421;0.1;0.891870104;0.132039362;True
0;2;421;0.2;0.906162203;0.123004055;True
1;2;421;0.01;-0.040998849;0.213218119;True
1;2;421;0.02;0.679960373;0.118222697;True
1;2;421;0.04;0.78108648;0.097776677;True
1;2;421;0.1;0.821681343;0.088246477;True
1;2;421;0.2;0.910731793;0.062437771;True
0;2;422;0.01;0.479443805;0.289710567;True
0;2;422;0.02;0.768297495;0.193283994;True
0;2;422;0.04;0.833552721;0.163820737;True
0;2;422;0.1;0.862017068;0.149156853;True
0;2;422;0.2;0.922949133;0.111460065;True
1;2;422;0.01;0.266551152;0.178971508;True
1;2;422;0.02;-1.347.137.568;0.320160873;True
1;2;422;0.04;0.811755027;0.090669387;True
1;2;422;0.1;0.879339321;0.072590847;True
1;2;422;0.2;0.87914496;0.072649289;True
0;3;42;0.01;0.707918168;0.198105315;True
0;3;42;0.02;0.787824385;0.168846316;True
0;3;42;0.04;0.865681419;0.134342029;True
0;3;42;0.1;0.911614427;0.108976924;True
0;3;42;0.2;0.945502249;0.085572288;True
1;3;42;0.01;-3.415.029.764;0.554901629;True
1;3;42;0.02;0.119279286;0.247838223;True
1;3;42;0.04;0.659837736;0.154025366;True
1;3;42;0.1;0.755031028;0.130708768;True
1;3;42;0.2;0.833554623;0.107742004;True
0;3;421;0.01;0.39804795;0.284396865;True
0;3;421;0.02;0.572452189;0.23968243;True
0;3;421;0.04;0.66004798;0.213723692;True
0;3;421;0.1;0.885459127;0.124057807;True
0;3;421;0.2;0.927605336;0.098627297;True
1;3;421;0.01;0.40957437;0.202923238;True
1;3;421;0.02;0.631631487;0.160284096;True
1;3;421;0.04;0.725802885;0.138286767;True
1;3;421;0.1;0.704112735;0.143652212;True
1;3;421;0.2;0.810727962;0.114892694;True
0;3;422;0.01;0.222166201;0.32328627;True
0;3;422;0.02;0.075862173;0.352380794;True
0;3;422;0.04;0.461471036;0.26899759;True
0;3;422;0.1;0.727531679;0.191338279;True
0;3;422;0.2;0.946906191;0.084462863;True
1;3;422;0.01;-0.100662609;0.277061568;True
1;3;422;0.02;0.472455716;0.191813267;True
1;3;422;0.04;0.620880385;0.162606278;True
1;3;422;0.1;0.623739816;0.161991905;True
1;3;422;0.2;0.825749355;0.110239283;True
0;4;42;0.01;-2.887.002.932;0.478718683;True
0;4;42;0.02;-3.927.294.495;0.538985651;True
0;4;42;0.04;-4.029.233.951;0.544532572;True
0;4;42;0.1;0.616591977;0.150350038;True
0;4;42;0.2;0.673459513;0.138752706;True
1;4;42;0.01;0.684606996;0.217108142;True
1;4;42;0.02;0.694364942;0.213723199;True
1;4;42;0.04;0.562686254;0.2556505;True
1;4;42;0.1;0.913143949;0.113933155;True
1;4;42;0.2;0.95104337;0.08553736;True
0;4;421;0.01;-0.697653252;0.316371562;True
0;4;421;0.02;-0.767434212;0.32280821;True
0;4;421;0.04;-0.025765751;0.245921807;True
0;4;421;0.1;0.504372888;0.170942665;True
0;4;421;0.2;0.614515198;0.150756683;True
1;4;421;0.01;0.669330841;0.222303821;True
1;4;421;0.02;0.749648395;0.193430642;True
1;4;421;0.04;0.77157163;0.184767296;True
1;4;421;0.1;0.796007109;0.174605371;True
1;4;421;0.2;0.834507611;0.15726754;True
0;4;422;0.01;-0.943060225;0.338466799;True
0;4;422;0.02;-0.647791917;0.311690903;True
0;4;422;0.04;-0.350127548;0.282137194;True
0;4;422;0.1;0.324017696;0.199636803;True
0;4;422;0.2;0.628440791;0.148008602;True
1;4;422;0.01;0.617672427;0.239038521;True
1;4;422;0.02;0.80886396;0.169013492;True
1;4;422;0.04;0.844364313;0.152512232;True
1;4;422;0.1;0.936927982;0.097088646;True
1;4;422;0.2;0.962584842;0.074778005;True
0;5;42;0.01;-0.003922326;0.618169181;True
0;5;42;0.02;0.016891737;0.611727446;True
0;5;42;0.04;0.330739471;0.504725096;True
0;5;42;0.1;0.564793989;0.407009677;True
0;5;42;0.2;0.861391932;0.229695003;True
1;5;42;0.01;0.598354303;0.269698814;True
1;5;42;0.02;0.799507879;0.190548762;True
1;5;42;0.04;0.786645023;0.196566211;True
1;5;42;0.1;0.779343044;0.199901608;True
1;5;42;0.2;0.923892149;0.117401111;True
0;5;421;0.01;0.605693853;0.38741289;True
0;5;421;0.02;0.525506287;0.424983945;True
0;5;421;0.04;0.617226152;0.381705504;True
0;5;421;0.1;0.821808077;0.26043617;True
0;5;421;0.2;0.916957024;0.177790579;True
1;5;421;0.01;0.638098485;0.256007494;True
1;5;421;0.02;0.653808133;0.250389382;True
1;5;421;0.04;0.818277902;0.181410052;True
1;5;421;0.1;0.874606405;0.15069372;True
1;5;421;0.2;0.948562965;0.096515139;True
0;5;422;0.01;-0.679961522;0.799662923;True
0;5;422;0.02;0.076801957;0.592795271;True
0;5;422;0.04;0.41567142;0.471613097;True
0;5;422;0.1;0.786462595;0.285098067;True
0;5;422;0.2;0.885083352;0.209145617;True
1;5;422;0.01;0.654621365;0.250095117;True
1;5;422;0.02;0.78396986;0.1977947;True
1;5;422;0.04;0.857549324;0.160616343;True
1;5;422;0.1;0.919432814;0.120791556;True
1;5;422;0.2;0.950160316;0.095004706;True
0;6;42;0.01;0.40868998;0.382291143;True
0;6;42;0.02;0.766716666;0.240120077;True
0;6;42;0.04;0.850509115;0.192217964;True
0;6;42;0.1;0.808236709;0.217705476;True
0;6;42;0.2;0.806031802;0.218953495;True
1;6;42;0.01;0.585017673;0.183697154;True
1;6;42;0.02;0.631078359;0.173202714;True
1;6;42;0.04;0.719628515;0.150992212;True
1;6;42;0.1;0.850655751;0.110200072;True
1;6;42;0.2;0.670327651;0.163730236;True
0;6;421;0.01;0.76006232;0.243520678;True
0;6;421;0.02;0.815234387;0.213696392;True
0;6;421;0.04;0.870885162;0.178638348;True
0;6;421;0.1;0.911895886;0.147565458;True
0;6;421;0.2;0.933361835;0.128335892;True
1;6;421;0.01;0.626274865;0.174326649;True
1;6;421;0.02;0.540397069;0.193320995;True
1;6;421;0.04;0.484735869;0.204692807;True
1;6;421;0.1;0.921367234;0.07996306;True
1;6;421;0.2;0.86913083;0.103158805;True
0;6;422;0.01;0.688823402;0.277325676;True
0;6;422;0.02;0.611059068;0.310047648;True
0;6;422;0.04;0.627122844;0.303577448;True
0;6;422;0.1;0.82927118;0.205418728;True
0;6;422;0.2;0.847288747;0.194277335;True
1;6;422;0.01;0.472126387;0.207182278;True
1;6;422;0.02;-0.562059909;0.356398995;True
1;6;422;0.04;-0.087735139;0.297405644;True
1;6;422;0.1;0.632238217;0.172930233;True
1;6;422;0.2;0.558517533;0.189471703;True
0;7;42;0.01;-1.198.571.592;1.287.376.984;True
0;7;42;0.02;-4.058.297.053;0.803479789;True
0;7;42;0.04;-1.592.503.197;0.575217966;True
0;7;42;0.1;0.679472386;0.202257911;True
0;7;42;0.2;0.933708043;0.091982077;True
1;7;42;0.01;0.579922082;0.2429227;True
1;7;42;0.02;0.687089742;0.209658789;True
1;7;42;0.04;0.785581052;0.17355405;True
1;7;42;0.1;0.902308;0.117147405;True
1;7;42;0.2;0.952574671;0.08162221;True
0;7;421;0.01;0.444676472;0.266223157;True
0;7;421;0.02;0.480619122;0.25746356;True
0;7;421;0.04;0.732084166;0.184914932;True
0;7;421;0.1;0.91535657;0.103936818;True
0;7;421;0.2;0.951422064;0.07873944;True
1;7;421;0.01;0.584543247;0.241582841;True
1;7;421;0.02;0.715415244;0.199944282;True
1;7;421;0.04;0.824584785;0.156977281;True
1;7;421;0.1;0.898071392;0.119660612;True
1;7;421;0.2;0.950138665;0.083692227;True
0;7;422;0.01;-1.975.284.127;0.616221738;True
0;7;422;0.02;0.604634269;0.224632351;True
0;7;422;0.04;-0.027184711;0.362073771;True
0;7;422;0.1;0.908907622;0.107823596;True
0;7;422;0.2;0.933521988;0.092111065;True
1;7;422;0.01;0.467195297;0.273581797;True
1;7;422;0.02;0.612245122;0.233389766;True
1;7;422;0.04;0.758487135;0.184193079;True
1;7;422;0.1;0.938533128;0.092923109;True
1;7;422;0.2;0.963355931;0.07174721;True
0;8;42;0.01;0.701081104;0.319493689;True
0;8;42;0.02;0.807508617;0.256384193;True
0;8;42;0.04;0.784131067;0.271506775;True
0;8;42;0.1;0.906437399;0.178746168;True
0;8;42;0.2;0.950482318;0.130036644;True
1;8;42;0.01;0.274427149;0.202419094;True
1;8;42;0.02;0.711921657;0.127545832;True
1;8;42;0.04;0.796300816;0.107252052;True
1;8;42;0.1;0.907747246;0.072177301;True
1;8;42;0.2;0.93445976;0.060836606;True
0;8;421;0.01;0.712952001;0.313085432;True
0;8;421;0.02;0.794968382;0.264603764;True
0;8;421;0.04;0.821809772;0.246676365;True
0;8;421;0.1;0.913248702;0.172116929;True
0;8;421;0.2;0.972129589;0.097556742;True
1;8;421;0.01;0.400192034;0.184042058;True
1;8;421;0.02;0.060204762;0.230370882;True
1;8;421;0.04;0.617344486;0.146999194;True
1;8;421;0.1;0.9114656;0.070707745;True
1;8;421;0.2;0.953006604;0.051514487;True
0;8;422;0.01;0.25365455;0.504842075;True
0;8;422;0.02;0.799161459;0.261884098;True
0;8;422;0.04;0.811073551;0.253998984;True
0;8;422;0.1;0.903940406;0.181115647;True
0;8;422;0.2;0.947538464;0.133846217;True
1;8;422;0.01;0.264987862;0.203731518;True
1;8;422;0.02;0.650700157;0.140446254;True
1;8;422;0.04;0.52792212;0.163274285;True
1;8;422;0.1;0.754262682;0.117800334;True
1;8;422;0.2;0.901266938;0.074669332;True
