PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;1;0.01;False;[*:1]c1cc(F)c([*:2])cc1F;0.1429542065557284;0.34774657365972356;0.4798001127195839;0.09729261543517902
False;1;0.01;True;[*:1]c1cc(F)c([*:2])cc1F;0.11227743356113312;0.27041430971139063;0.4909563408777114;0.07693942125647445
False;1;0.02;False;[*:1]c1cc(F)c([*:2])cc1F;0.3873131692247815;0.18790170653918625;0.40816396752238066;0.06105583053317654
False;1;0.02;True;[*:1]c1cc(F)c([*:2])cc1F;0.5120879126933816;0.1257590050862186;0.36502740438736647;0.04589073090356191
False;1;0.04;False;[*:1]c1cc(F)c([*:2])cc1F;0.5752169829799506;0.3054098408745207;0.3285353729657566;0.1180578679136589
False;1;0.04;True;[*:1]c1cc(F)c([*:2])cc1F;0.6233132863071598;0.14948101861475474;0.3177182016478138;0.06718575832755093
False;1;0.1;False;[*:1]c1cc(F)c([*:2])cc1F;0.8429614979837986;0.03339400678032508;0.2073993656339073;0.022024301887931426
False;1;0.1;True;[*:1]c1cc(F)c([*:2])cc1F;0.8496140200677931;0.024984112437910988;0.20325431992697385;0.01686697936790126
False;1;0.2;False;[*:1]c1cc(F)c([*:2])cc1F;0.8857953985447186;0.06262083587922694;0.17311603473025236;0.04818486738618551
False;1;0.2;True;[*:1]c1cc(F)c([*:2])cc1F;0.8659484219269032;0.09266864712440097;0.185074181035399;0.06412950040066927
