PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;1;0.01;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.21870522061463635;0.1490208296829918;0.31484397616330767;0.029705389822859574
False;1;0.01;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;-0.02382318808803126;0.6247264625903397;0.351243811538656;0.10461483841980321
False;1;0.02;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.3913347186097818;0.24220978691588954;0.27531112793327633;0.053194652115223055
False;1;0.02;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;-0.20834407353423556;0.9149598703114762;0.37486204551277535;0.14333622641273921
False;1;0.04;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;-0.16513621315552715;0.8508930184432923;0.3640075616087273;0.15589597244891198
False;1;0.04;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;-0.36637566176926767;1.1179001226070273;0.39346881791836114;0.17133270079488028
False;1;0.1;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.8161547568580008;0.06718679695532144;0.1515785884357724;0.027047504660626182
False;1;0.1;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.8001964618518983;0.0768314773552364;0.15771593723452967;0.030647678006669447
False;1;0.2;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.898000765602213;0.040263715111647634;0.1125177937426094;0.023163321625856565
False;1;0.2;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.9038710852455504;0.04119823785368484;0.10910819428391812;0.023370889861758934
