PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;1;0.01;False;[*:1]c1ccc([*:2])cc1;-0.8001174296126461;0.23428064663493348;0.8266113905766225;0.05353356657548302
False;1;0.01;True;[*:1]c1ccc([*:2])cc1;-0.0011657470002853706;0.25437889131352803;0.6140490581806005;0.07772669045589589
False;1;0.02;False;[*:1]c1ccc([*:2])cc1;0.4464140728125658;0.16170949147995467;0.455460600047761;0.07006426387177672
False;1;0.02;True;[*:1]c1ccc([*:2])cc1;0.5470372384891122;0.1197011865069883;0.41258346185671346;0.05732403386910646
False;1;0.04;False;[*:1]c1ccc([*:2])cc1;0.6790634089641191;0.08107366995879216;0.34773873430483776;0.0431124467324255
False;1;0.04;True;[*:1]c1ccc([*:2])cc1;0.7097555376064567;0.05105074225510545;0.33150071758566435;0.029647110315310823
False;1;0.1;False;[*:1]c1ccc([*:2])cc1;0.8080907400655394;0.07726561577091888;0.26683828842173246;0.0526169506110935
False;1;0.1;True;[*:1]c1ccc([*:2])cc1;0.8107845066600659;0.04422565172206479;0.26717953313244713;0.030938064097185726
False;1;0.2;False;[*:1]c1ccc([*:2])cc1;0.8916753215563377;0.012875384677945743;0.20282002733262097;0.012047246234946976
False;1;0.2;True;[*:1]c1ccc([*:2])cc1;0.8953857445158807;0.036738726336617664;0.19722784158516696;0.03717990382481941
