PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;1;0.01;False;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.25328775068292125;0.11261795736822885;0.3432373793926861;0.026479616546789292
False;1;0.01;True;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.37350470574560907;0.1839360929286359;0.3128591940226329;0.04510129003708572
False;1;0.02;False;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.4740664836086496;0.19677229185758902;0.28538178526529373;0.05289414491864775
False;1;0.02;True;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.5139174122975404;0.2500312022027248;0.2718057101218769;0.06838003260608522
False;1;0.04;False;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.5989197382884145;0.08034766346801445;0.2512441909496958;0.02472459715801536
False;1;0.04;True;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.6260963842915125;0.14027164638756195;0.2406660481103501;0.044264804833166846
False;1;0.1;False;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.8094561551340963;0.07968945325778062;0.1712986069870536;0.03547458626929429
False;1;0.1;True;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.8236995208510368;0.05761586294812467;0.16570240292350755;0.02651619562335944
False;1;0.2;False;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.9069933336505804;0.018616838349916287;0.12097751190639228;0.012044488664890423
False;1;0.2;True;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;0.9021342178978529;0.009860674552816643;0.12440283831470379;0.006231784665044685
