PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;1;0.01;False;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.07032766929519729;0.19063881594722523;0.3857167339059335;0.0409679799039512
False;1;0.01;True;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.1721148012521636;0.26669447626750437;0.3623863280149075;0.05693089709164479
False;1;0.02;False;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.40079051252484454;0.059828690601843815;0.3105709285599776;0.015473775544260592
False;1;0.02;True;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.32358072058955945;0.36959813834276345;0.32251524476056037;0.08700701817760007
False;1;0.04;False;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.1612366000791273;0.6343129723005188;0.34967619379164344;0.13945491393680523
False;1;0.04;True;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.35718611017754703;0.5702156801527003;0.30232851466438965;0.1355100358485775
False;1;0.1;False;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.8335780685441426;0.040726969776649934;0.1629801176470201;0.020148014589970804
False;1;0.1;True;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.815414924936865;0.061740159720872344;0.17095478337448944;0.02835899990408923
False;1;0.2;False;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.8886044088075321;0.024750760466790707;0.13349425862658276;0.01450289553571013
False;1;0.2;True;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;0.8655697558911859;0.028100723443451228;0.14665420902653387;0.015850383945332353
