PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;1;0.01;False;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;-0.4428491199268381;0.47526600391321017;0.5916455595706006;0.099242529683418
False;1;0.01;True;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;-0.054705732042845255;0.26948263175356607;0.5079440951444257;0.06329563814262276
False;1;0.02;False;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.31803799496125046;0.16762279117260667;0.4084450005615759;0.05085993009648073
False;1;0.02;True;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.4805365887405498;0.21098716619498695;0.3532385266469345;0.073603556890345
False;1;0.04;False;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.1509142689485002;0.18056119626853928;0.45642720127855463;0.04793504614567299
False;1;0.04;True;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.31522566180676026;0.20004906508031534;0.4081975259414754;0.06270974756974594
False;1;0.1;False;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.7642205868383577;0.19523347734293825;0.22844342043505864;0.09556290170219191
False;1;0.1;True;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.7525074752263313;0.08365442200728868;0.24464957979139113;0.04443204728910732
False;1;0.2;False;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.8147428806154662;0.128197804937601;0.20604174136748563;0.07072229027120487
False;1;0.2;True;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;0.8577223313471789;0.04278563306761883;0.18594536701017508;0.02973048967475435
