R2;RMSE;test_monomerA;PL;norm;seeds;percentage;pretraining
0.807483993133347;0.2304964101016583;[*:1]c1cc(F)c([*:2])cc1F;False;1;42;0.1;False
0.8341189617286711;0.1620974529152043;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;False;1;42;0.1;False
0.8349222547971689;0.1631453840651901;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;False;1;42;0.1;False
0.7270239481569718;0.1915164706756907;[*:1]c1ccc(-c2ccc([*:2])s2)s1;False;1;42;0.1;False
0.4360758044675351;0.1823405698090092;[*:1]c1ccc([*:2])c2nsnc12;False;1;42;0.1;False
0.8389557333106741;0.2475881912312128;[*:1]c1ccc([*:2])cc1;False;1;42;0.1;False
0.8518367872632677;0.1913624885098201;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;False;1;42;0.1;False
0.7393300407659953;0.1823972489473718;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;False;1;42;0.1;False
0.8963063424731884;0.1881749006674681;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;False;1;42;0.1;False
-0.2387437246035737;0.5846843601773867;[*:1]c1cc(F)c([*:2])cc1F;False;1;42;0.01;False
0.1668797990321664;0.3632717706518554;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;False;1;42;0.01;False
0.2874145825734887;0.3389604221012817;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;False;1;42;0.01;False
0.1767297111607421;0.3325945105553095;[*:1]c1ccc(-c2ccc([*:2])s2)s1;False;1;42;0.01;False
-2.5897015086537745;0.460046903697236;[*:1]c1ccc([*:2])c2nsnc12;False;1;42;0.01;False
-0.5893500596376535;0.7777984516339072;[*:1]c1ccc([*:2])cc1;False;1;42;0.01;False
-0.4196640672911726;0.5923513898334074;[*:1]c1ccc2c(c1)C(C)(C)c1cc([*:2])ccc1-2;False;1;42;0.01;False
0.0535457076224574;0.3475542585668201;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;False;1;42;0.01;False
-0.0712869361197037;0.6048372125298376;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;False;1;42;0.01;False
0.8524302177512887;0.2018038565427117;[*:1]c1cc(F)c([*:2])cc1F;False;1;42;0.1;True
0.8465037297377179;0.1559289418771816;[*:1]c1cc2cc3sc([*:2])cc3cc2s1;False;1;42;0.1;True
0.747184752593806;0.2018980656114629;[*:1]c1cc2ccc3cc([*:2])cc4ccc(c1)c2c34;False;1;42;0.1;True
0.7960306546829519;0.1655489027967759;[*:1]c1ccc(-c2ccc([*:2])s2)s1;False;1;42;0.1;True
0.701026599349436;0.1327667177980667;[*:1]c1ccc([*:2])c2nsnc12;False;1;42;0.1;True
0.848515621205566;0.2401271233273902;[*:1]c1ccc([*:2])cc1;False;1;42;0.1;True
