PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;0;0.01;False;[*:1]c1ccc(-c2ccc([*:2])s2)s1;-0.07803502961157695;0.40832442592562335;0.3763682252387328;0.06925663630736234
False;0;0.01;True;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.13739001337197346;0.3130339608652584;0.3368958895299962;0.06007701918971174
False;0;0.02;False;[*:1]c1ccc(-c2ccc([*:2])s2)s1;-0.10504265747009565;0.7938174513048688;0.36935437276340827;0.13448198196835182
False;0;0.02;True;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.072507345972294;0.31796427596500654;0.3496862800091867;0.05927692131241433
False;0;0.04;False;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.3580087705239663;0.2545013133825227;0.2891484220503247;0.06310289750536356
False;0;0.04;True;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.5080777131622226;0.04332320343939244;0.2569303824184935;0.011235212601343048
False;0;0.1;False;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.7833455523931033;0.09126791776635648;0.16758637350758154;0.03922409662483906
False;0;0.1;True;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.830470188928354;0.03604889400462548;0.1503298285098622;0.016426987961265987
False;0;0.2;False;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.9021722732976256;0.04385646600582154;0.11283830679895905;0.024865219201681228
False;0;0.2;True;[*:1]c1ccc(-c2ccc([*:2])s2)s1;0.9086611836861186;0.012871190559488519;0.1105946353799222;0.00790037569771361
