PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;0;0.01;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.21870522061463635;0.1490208296829918;0.31484397616330767;0.029705389822859574
False;0;0.01;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;-0.8032627155788843;1.1275679956072133;0.4643335258699306;0.14768711391164394
False;0;0.02;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.3913347186097818;0.24220978691588954;0.27531112793327633;0.053194652115223055
False;0;0.02;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.11307644729818472;0.5875636265655109;0.32469046412799446;0.10797418137462145
False;0;0.04;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;-0.2710388609133581;0.873992084813738;0.38035668263328914;0.1622442587288338
False;0;0.04;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.011918707374763617;0.5642065725572399;0.34368388917695886;0.10946309722920063
False;0;0.1;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.8123501622044906;0.06500653400455197;0.15327522109976063;0.026155089059287963
False;0;0.1;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.8503273077749776;0.015941829516158235;0.13808323231260583;0.007290122361286926
False;0;0.2;False;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.898000765602213;0.040263715111647634;0.1125177937426094;0.023163321625856565
False;0;0.2;True;[*:1]c1ccc2c(c1)S(=O)(=O)c1cc([*:2])ccc1-2;0.8975269057267227;0.07307780726379598;0.10995153763955279;0.038517865863638964
