PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;0;0.01;False;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.15867736016777062;0.22519644321669557;0.5327574877584481;0.07212732165956112
False;0;0.01;True;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.50866462138099;0.02212693897177698;0.40954483158319704;0.009208009335309178
False;0;0.02;False;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.6258298477263643;0.07436682443849364;0.35625251683018827;0.03586455699646212
False;0;0.02;True;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.6069405487491916;0.10195774507932145;0.36442790034162115;0.0460881434676381
False;0;0.04;False;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.6280203235426308;0.0948083632360614;0.3544213544408557;0.04600309245360036
False;0;0.04;True;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.7256170561690363;0.052876769302886546;0.3051676207375356;0.02924779883062476
False;0;0.1;False;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.8814317863592488;0.013738785561375049;0.20098957505849968;0.011773912411672544
False;0;0.1;True;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.8943666252969731;0.005228251520449206;0.18988741975601334;0.0047346674667274515
False;0;0.2;False;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.91741317128179;0.02144686978977243;0.16702455272835037;0.02138692814300733
False;0;0.2;True;[*:1]c1ccc2c(c1)[nH]c1cc([*:2])ccc12;0.9243441237996536;0.009580622035434966;0.1605098686803458;0.010385310260545118
