PL;norm;percentage;pretraining;test_monomerA;R2_mean;R2_std;RMSE_mean;RMSE_std
False;0;0.01;False;[*:1]c1ccc([*:2])cc1;-0.8001174296126461;0.23428064663493348;0.8266113905766225;0.05353356657548302
False;0;0.01;True;[*:1]c1ccc([*:2])cc1;0.07146293983950867;0.3527809218720599;0.58786669709741;0.10852113349878369
False;0;0.02;False;[*:1]c1ccc([*:2])cc1;0.4464140728125658;0.16170949147995467;0.455460600047761;0.07006426387177672
False;0;0.02;True;[*:1]c1ccc([*:2])cc1;0.5309485997287846;0.06275245033128835;0.4219146749462834;0.02813712051572871
False;0;0.04;False;[*:1]c1ccc([*:2])cc1;0.6807300349533246;0.08298808956356829;0.3467251421857089;0.04430531123268134
False;0;0.04;True;[*:1]c1ccc([*:2])cc1;0.7060617423889669;0.05144134276903914;0.3336631977301432;0.02881589164147469
False;0;0.1;False;[*:1]c1ccc([*:2])cc1;0.8440215103318399;0.01910901581320984;0.2433498561610469;0.015125567532919377
False;0;0.1;True;[*:1]c1ccc([*:2])cc1;0.8403027058991283;0.006135589439120947;0.24652018653852178;0.004743136570567746
False;0;0.2;False;[*:1]c1ccc([*:2])cc1;0.8916753215563377;0.012875384677945743;0.20282002733262097;0.012047246234946976
False;0;0.2;True;[*:1]c1ccc([*:2])cc1;0.9133811094730263;0.0220628937924882;0.1805031024079141;0.02416371521649038
