,finetune_percentage,prc_mean,prc_std
0,0.04,0.5855514535636541,0.03054108769655763
1,0.08,0.6508860981178951,0.026675352667613353
2,0.12,0.6792658364594224,0.023516607101569286
3,0.16,0.6886670640662085,0.020109087223890498
4,0.24,0.7123195264987303,0.016906589126614146
5,0.32,0.7185840806496737,0.020314853337371274
6,0.48,0.7329901503338906,0.0170954491763891
7,0.8,0.7517039663231435,0.014587499261218901
